id,age,occ_title,occ_desc,occ_desig_fromscore,occ_desig,firm_name,firm_type,firm_back_fromscore,occ_oth_title,occ_oth_desc,occ_oth_comp,sector,INDUSTRYSECTOR,sal_a,qual_fromscore,qual_add,educ_fos,exp_fromscore,COMPANYBACKGROUND
6900,36,ASSISTANT GENERAL MANAGER ,"MARINE MANAGER FOR THE COMPANY'S FEET OF FLOATING PRODUCTION STORAGE AND OFFLOADING UNITS (FPSO""S)<br/><br/>FLEET AND COMMERCIAL MANAGER FOR TRADING OIL TANKERS",Technical Experts,ASSISTANT GENERAL MANAGER ,BUMI ARMADA BERHAD,Publicly Listed,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED SECTOR: OIL, GAS AND ENERGY",39144.58203,Master,N/A,N/A,>15 years,MSP<br/><br/>BUMI ARMADA BERHAD
6902,39,"HRC EA OPERATIONS SUPPORT MANAGER,APAC & JAPAN","LEADING THE TEAM OF 22 HR SHARED SERVICES TEAM AND PROVIDING SUPPORT TO THE LINE MANAGERS AND EMPLOYEES ACROSS APAC AND JAPAN REGION.<br/><br/>RESPONSIBILITIES:<br/>?ÇóGUIDANCE ON THE HR POLICIES<br/>?ÇóHR TOOLS<br/>?ÇóHR CONNECTION COST CENTER PLANNING FOR COUNTRIES IN THE REGION<br/>?ÇóEND TO END PEOPLE PROCESS SUPPORT<br/>?ÇóEMPLOYMENT LAWS AND COLLECTIVE AGREEMENTS INFO TO EMPLOYEES AND MANAGERS<br/>?ÇóPOLICIES AND NEW PROCESS TRAININGS<br/>?ÇóMANAGING OVERALL HR CONNECTION OPERATIONS FOR 8000+ HEADCOUNT FOR APAC & JAPAN <br/>?ÇóHR AUDIT COORDINATION FOR INTERNAL AUDITS<br/>?ÇóTEAM OBJECTIVE SETTINGS, ACHIEVEMENT REVIEW AND PERFORMANCE APPRAISALS<br/>?ÇóTEAM DEVELOPMENT THROUGH PERSONAL DEVELOPMENT PLAN, JOB ROTATION.<br/>?ÇóRECOMMEND, IMPLEMENT, AND MONITOR OPPORTUNITIES FOR CONTINUOUS OPERATIONAL IMPROVEMENTS<br/>",Technical Experts,"HRC EA OPERATIONS SUPPORT MANAGER, APAC & JAPAN",NOKIA SOLUTIONS AND NETWORKS SDN BHD (FORMERLY KNOWN AS NOKIA SIEMENS NETWORKS  SDN BHD),Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,ICT,ICT,18326.08398,Master,N/A,N/A,>15 years,MNC  (& MSC MALAYSIA STATUS COMPANY)<br/><br/>NOKIA SIEMENS NETWORKS SDN BHD
6903,47,SENIOR IT CONSULTANT,SAP SD SENIOR CONSULTANT / SENIOR IT CONSULTANT,Middle Management,SENIOR IT CONSULTANT,HCL AXON MALAYSIA SDN BHD,Joint Venture,"LLC, LFC, Private IHLs, NGO",,,,ICT,ICT SECTOR ( & MSC MALAYSIA STATUS),11990.5,Master,N/A,N/A,>15 years,LFC<br/><br/>I.e HCL AXON 
6904,45,TECHNICAL MANAGER,"?Çó THROUGHOUT THE PROJECT LIFE CYCLE, THE TECHNICAL MANAGER SHALL BE ACCOUNTABLE FOR TECHNICAL DELIVERY OF THE PROJECT BY PROVIDING ENGINEERING WHICH IS SAFE AND EFFICIENT AND IN LINE WITH INDUSTRY CODES AND PRACTICES, STATUTORY REGULATIONS, CLIENT SPECIFICATION, AND PROJECT COMMERCIAL GOALS.<br/>?Çó THE TECHNICAL MANAGER SHALL ENSURE THAT ALL WORK IS PERFORMED IN A SAFE MANNER, MAKING SAFETY PARAMOUNT, ENSURING SAFETY IN DESIGN, AND BY LEADING BY EXAMPLE IN THIS RESPECT. ENGINEERING PRODUCED UNDER THE DIRECTION OF THE TM SHALL BE ENSURED TO REDUCE RISKS TO ALARP (AS LOW AS REASONABLY POSSIBLE).",Technical Experts,TECHNICAL MANAGER,SAPURAACERGY SDN BHD,Joint Venture,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED SECTOR: OIL, GAS AND ENERGY",77737.25,Bachelors including Engineering Degree,N/A,N/A,>15 years,MNC<br/><br/>SAPURAACERGY SDN BHD
6907,37,BUSINESS SALES MANAGER,LEADS THE ALSTOM EFFORT IN PROVIDING A BEST-FIT OFFER TO THE CUSTOMER AND FOR TRANSFORMING OPPORTUNITIES INTO SALES WITHIN THE BUSINESS.<br/>TECHNICAL LEADER FOR THE TENDER PROJECT AND ITS COST BASE<br/>DEFINITION OF TECHNICAL RISKS AND EVALUATION OF PROVSION AND CONTIGENCIES<br/>RESPONSIBLE FOR THE MANAGEMENT OF THE ASSIGNED SALES PROJECT(S) FROM SCREENING TILL HANDOVER TO PROJECT EXECUTION.<br/>BUSINESS DEVELOPMENT / PRE ACQUISITION OF OPPORTUNITIES<br/>PROVIDE STRONG LEADERSHIP OF SALES PROJECT IN LINE WITH AGREED STRATEGY. INTERPRET & COMMUNICATION CUSTOMER REQUIREMENTS AND THE SALES STRATEGY TO TENDER TEAM.<br/>,Technical Experts,BUSINESS SALES MANAGER<br/><br/>(TECHNICAL EXPERTISE),ALSTOM ASIA PACIFIC SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED SECTOR: OIL, GAS AND ENERGY",23222.25,Diploma/Vocational/Certificates,N/A,N/A,>15 years,MNC<br/><br/>ALSTOM ASIA PACIFIC SDN BHD
6909,47,PROJECT DIRECTOR,"1. LEAD HYDROELECTRIC POWER PROJECT TEAMS AND TO ENSURE EFFICIENT USE OF COMPANY RESOURCES, ENHANCED QUALITY AND SMOOTH PROJECT EXECUTION & IMPLEMENTATION WITHIN PROJECT SCHEDULE.<br/> <br/>2. OVERSEE HYDROELECTRIC POWER PROJECT TEAMS TO ENSURE PROJECT DOCUMENTATIONS OF ALL CORRESPONDENCES AND EXCHANGES BETWEEN CUSTOMERS AND CONTRACTORS/SUPPLIERS ARE IN GOOD ORDER. <br/><br/>3. ENSURES THAT ALL MEASUREMENTS AND REPORTING IS ALIGNED TO THE PROJECTS?ÇÖ DIRECTIONS, OBJECTIVES AND BENEFITS.<br/><br/>4. ALIGNS ALL THE PROJECTS TO ENSURE THAT THEY DELIVER THE EXPECTED OUTCOMES AND BENEFITS THAT FULFILL THE CUSTOMER?ÇÖS NEEDS.<br/><br/>5. MANAGE AND COLLABORATION IN COMMERCIAL, LEGAL AND OPERATIONAL MATTERS AS WELL AS CONTRACTS ISSUES BY ENSURES THE HYDROELECTRIC PRODUCTS AND SERVICES FULFILL THE CUSTOMER EXPECTATIONS.<br/>",Technical Experts,PROJECT DIRECTOR<br/><br/>(HYDROELECTRIC POWER DIVISION),IMPSA (MALAYSIA) SDN BHD,Locally Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,PROJECT MANAGER,"1. RESPONSIBLE TO ANALYSIS COMPLEX ENGINEERING DESIGN INCLUDING SINGLE LINE DIAGRAMS, PLANT STRUCTURES, MEASUREMENT SYSTEM, OPERATION PRINCIPLES AND OTHERS.<br/>2. RESPONSIBLE FOR DEVICES SELECTION LIKE PLC, DCS, ELECTRICAL PROTECTIONS, SYNCHRONIZING DEVICES, INSTRUMENTS, TRANSDUCERS AND ENERFY METERS.<br/>3. RESPONSIBLE FOR PROTECTION SCHEME DEFINITION FOR GENERATOR, SUBSTATION AND LINES.<br/>4. RESPONSIBLE FOR PROCESS DATA AND PLC PROGRAMS DEFINITION AND SPECIFICATION.<br/>5. RESPONSIBLE FOR FACTORY TEST COORDINATION AND SUPERVISION.<br/>6. RESPONSIBLE TO ANALYSIS ENGINEERING DETAILS DEVELOPMENT INCLUDING HARDWIRE LOGIC DESIGN, MANUALS AND TECHNICAL SPECIFICATIONS AND OTHERS TECHNICAL DOCUMENTATIONS.<br/>7. RESPONSIBLE TO COORDINATE WITH PROJECT MAIN CONTRACTORS AND SUBCONTRACTORS",ICSA,"Oil, Gas & Energy","ETP IDENTIFIED SECTOR: OIL, GAS AND ENERGY",30080.5,Bachelors including Engineering Degree,N/A,N/A,>15 years,MNC<br/><br/>IMPSA (MALAYSIA) SDN BHD IS PART OF THE IMPSA GROUP.<br/><br/>THEY HAVE A MANUFACTURING PLANT IN LUMUT.
6911,43,VP INDUSTRIAL ECOLOGY,"DEVELOPMENT AND MANAGEMENT OF INDUSTRIAL ECOLOGY BUSINESSES IN SOUTH WEST AND EAST ASIA (SALES OF WASTE MANAGEMENT SERVICES, WASTE CONVERSION TO ALTERNATIVE FUELS AND RAW MATERIALS, DEVELOPMENT OF AFR IN CEMENT PLANTS).",Technical Experts,VP INDUSTRIAL ECOLOGY,LAFARGE ASIA SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,VP PURCHASING,"MANAGING PURCHASING, SUPPLY CHAIN AND LOGISTICS FOR FIVE CEMENT PLANTS. MEMBER OF THE LAFARGE PHILIPPINES EXECUTIVE COMMITTEE.",LAFARGE CEMENT SERVICES INC.,Other,OTHERS: BUILDING MATERIALS,84827.25,Diploma/Vocational/Certificates,N/A,N/A,>15 years,MNC<br/><br/>LAFARGE ASIA SDN BHD
6912,53,TECHNICAL INTEGRITY SPECIALIST,"ASSET INTEGRITY SPECIALIST<br/>REPORTING TO THE SENIOR GENERAL MANAGER FPSO OPERATIONS TO BUILD CMMS FOR NEW PROJECTS AND THE COMPLIANCE TO MAINTENANCE AND ENGINEERING STANDARDS AND PRACTICES ACROSS THE EXISTING ASSETS.  EXISTING ASSETS (6 X FPSOS) OPERATE IN INDIA, AFRICA, VIETNAM, AUSTRALIA, AND ONGOING CMMS NEW BUILD ASSET CONVERSION PROJECTS FOR NORTH SEA, ANGOLA AND INDONESIAN.  I SUPERVISE AND MENTOR LOCAL MALAYSIANS IN THE KL OFFICE.",Technical Experts,TECHNICAL INTEGRITY SPECIALIST,BUMI ARMADA BERHAD,Publicly Listed,Mulnationals/GLC/MYS Strong Performers/ITAPS,CONSTRUCTION SUPERINTENDENT ?Çô CAPACITY EXPANSION PROJECT,"REPORTING TO THE GENERAL MANAGER ?Çô NORTHERN OPERATIONS, MANAGED A $22 MILLION CAPACITY EXPANSION PROJECT TO UPGRADE EXISTING ASSETS AND TO RELOCATE A DISUSED 350TPH SAND DREDGE FROM THE SOUTH WEST WESTERN AUSTRALIA, TO PERTH FOR OVERHAUL AND MODIFICATION, PRIOR TO TRANSPORTING TO COOLJARLOO MINE SITE FOR RECONSTRUCTION AND COMMISSIONING.  ON COMPLETION OF COMMISSIONING, MANAGED A PLANT SHUTDOWN TO UPGRADE THE PRIMARY DREDGE, HV RETICULATION SYSTEM, FLOATING CONCENTRATOR, FEED PREPARATION AND TAILINGS PLANTS, AND TO TIE-IN THE NEW SAND DREDGE.  IN ALL I MANAGED 85,000 RESOURCE HOURS DURING THE PROJECT PHASES.",TIWEST JOINT VENTURE,"Oil, Gas & Energy","OIL, GAS & ENERGY",66939.33594,Diploma/Vocational/Certificates,N/A,N/A,>15 years,MNC<br/><br/>I.e BUMI ARMADA
6913,33,NETWORK CONSULTING ENGINEER,"WORKING AS NETWORK CONSULTING ENGINEER AND PERFORMING THE PRIMARY ROLE OF FOCAL ENGINEER FOR A CISCO?ÇÖS SERVICE PROVIDER CUSTOMER IN MALAYSIA AND BE PART OF TELEKOM MALAYSIA?ÇÖS NFV (NETWORK FUNCTION VIRTUALISATION) SOLUTION INTEGRATION PROJECT TEAM TO DESIGN AND IMPLEMENT VCPE SOLUTION USING CSR1000V, AND UCS RACK SERVER.<br/><br/>   RESPONSIBILITIES :<br/>?Çó	TO ACT AS THE PRIMARY TECHNICAL SUPPORT PERSON FOR CASE MANAGEMENT OF CRITICAL CASES AT THE NETWORK LEVEL<br/>?Çó	PROVIDE ONGOING TECHNICAL REPRESENTATION IN REGULARLY SCHEDULED CONFERENCES CALLS AND PROVIDES TECHNICAL INPUT TO QUARTERLY/JOINT BUSINESS REVIEWS.<br/>?Çó	PROVIDE PROBLEM RESOLUTION FOR CRITICAL CASES AT THE NETWORK LEVEL, FOCUSING PRIMARILY ON SEVERITY 1 AND SEVERITY 2 CASES AND OTHER SEVERITY LEVEL CASES THAT CISCO DEEMS CRITICAL.<br/>?Çó	TO DELIVER SUPPORT FOR ANY UNSCHEDULED CHANGES TO CUSTOMER NETWORK TO MINIMIZE THE IMPACT OF INDIVIDUAL DEVICE FAILURES ON THE OVERALL NETWORK AND/OR DATA CENTER INFRASTRUCTURE.<br/>?Çó	PROVIDE QUARTERLY REPORT TO CUSTOMER ON ACTIVITIES AND DELIVERABLES PROVIDED, AS WELL AS OBSERVED TECHNICAL SYMPTOM TRENDS, REMEDIATION, AND OTHER RELATED TOPICS.<br/>?Çó	PERFORM ROOT CAUSE ANALYSIS ON TECHNICAL ISSUES ON THE NETWORK INFRASTRUCTURE<br/>?Çó	BE PART OF NEW SOLUTION INTEGRATION, CONDUCT WORKSHOP TO GATHER CUSTOMER REQUIREMENT FOR DESIGN (CRD) AND PREPARE HLD AND LLD. <br/>?Çó	PERFORM POC IN ONSITE LAB TO MEET ATP AND PREPARE NIP TO IMPLEMENT THE SOLUTION<br/>?Çó	AS TELEKOM MALAYSIA RESIDENT ENGINEER, FACILITATE VARIOUS ATP AND IOT TESTING AND PRODUCT CERTIFICATION. <br/>",Technical Experts,NETWORK CONSULTING ENGINEER,CISCO SYSTEMS (MALAYSIA) SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,ICT,ICT SECTOR,12267.83301,Bachelors including Engineering Degree,N/A,N/A,5-10 years,MNC<br/><br/>I.e CISCO 
6914,39,DIRECTOR,"DIRECTORS LEAD A PARTICULAR COMPANY OR BUSINESS. THEY ARE RESPONSIBLE FOR ALL ASPECTS OF THE COMPANY?ÇÖS SUCCESS. AS THE LEADER OF A COMPANY, DIRECTORS SOMETIMES REPORT TO BOARD MEMBERS OR COMPANY STAKEHOLDERS. THEY STRIVE TO MAINTAIN PROFESSIONAL AND CORPORATE CUSTOMS, ENFORCE ETHICAL PRACTICES, MEET FISCAL TARGETS AND MANAGE COMPANY BUDGETS.<br/><br/>SKILL:<br/>1.	EXCEPTIONAL LEADERSHIP, BUSINESS AND INTERPERSONAL PROFICIENCY<br/>2.	PRIOR THRIVING MANAGERIAL EXPERIENCE<br/>3.	BE ABLE TO SET BUSINESS TARGETS, TIME LINES, PLANS AND FINANCIAL TARGETS<br/>4.	BE ABLE TO STIMULATE EMPLOYEES, TEAMS AND DEPARTMENTS<br/>5.	BE A SUPERIOR NETWORKER, NEGOTIATOR, AND BUSINESS LEADER<br/>6.	BE SUCCESSFUL, SELF-DIRECTED, FLEXIBLE AND TACTICAL<br/>7.	EXCELLENT COMPUTER OR TECHNOLOGY SKILLS<br/>8.	BE ABLE TO GARNER THE FIDELITY, ESTEEM AND CONFIDENCE OF EMPLOYEES<br/>9.	BE A VISIONARY<br/>10.	HIGH QUALITY COMMUNICATION AND PRESENTATION DEXTERITY",Top Management (CEO/CFO/COO),DIRECTOR,INNOVATZ SOLUTIONS SDN BHD,Foreign Owned,Other (SME),FOUNDER & CEO,"FOUNDER & CEO OF A FAST GROWING COMPANY, EXPANDING IN THE REGION OF SINGAPORE, HONG KONG, MALAYSIA, INDONESIA, INDIA AND PHILIPPINES. FOCUS ON TESTING, SUPPORT, HELPDESK, TELCO MIGRATION PROJECTS, BFSI, MANUFACTURING & AIRLINE INDUSTRIES.<br/>STARTED NEW LOCATIONS STRATEGICALLY AND INCREASING FOREIGN REVENUE FOR HEAD OFFICE IN MALAYSIA.",FORSCHEMQ TECHNOLOGIES SDN BHD,ICT,ICT,11250,Bachelors including Engineering Degree,N/A,N/A,>15 years,SME<br/><br/>INNOVATZ SOLUTIONS SDN BHD
6915,38,SENIOR OFFSHORE INSTALLATION ENGINEER,"1.STUDY THE LOAD-OUT, TRANSPORT AND INSTALLATION ASPECT OF THE PROPOSED ASSETS.<br/>2.IDENTIFICATION OF SUITABLE ASSETS FOR THE EXECUTION OF THE PROJECT<br/>3.LOCAL OR REGIONAL YARD?ÇÖS ABILITY TO FABRICATE AND LOAD-OUT THE PROPOSED FACILITIES.<br/>4.EVALUATE OVERALL PROJECT SCHEDULE BASED ON THE PROPOSED FIRST GAS/OIL DATE.<br/>5.TRANSPORTATION AND INSTALLATION COST ESTIMATES BASED ON HISTORICAL DATA.<br/>6.PROVIDE INPUT TO BUSINESS DEVELOPMENT DEPARTMENT.<br/>",Technical Experts,SENIOR OFFSHORE INSTALLATION ENGINEER,TECHNIP GEOPRODUCTION (M) SDN BHD ,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,PRINCIPAL ENGINEER,"AS PART OF THE ENGINEERING MANAGEMENT TEAM, I HAD BEEN PARTICIPATING TO THE DEVELOPMENT OF THE ENGINEERING DEPARTMENT IN MALAYSIA. STRUCTURAL TEAM HAS BEEN SUPPORTING PROJECTS AND TENDERS FOR ENGINEERING SCOPES SUCH AS PERMANENT EQUIPMENT AND INSTALLATION AIDS DESIGN, ASSETS MODIFICATIONS, WELDING, MATERIAL, FABRICATION, STRUCTURE LOWERING METHOD AND ANALYSIS.",SAPURAACERGY SDN BHD,"Oil, Gas & Energy","ETP IDENTIFIED SECTOR: OIL, GAS AND ENERGY",63092.5,PhD/Double Masters/Masters+,N/A,N/A,11-15 years,MNC<br/><br/>TECHNIP GEOPRODUCTION (M) SDN BHD 
6919,53,3D GEOLOGICAL MODELLER,3D GEOMODELLER<br/><br/>(EXPERT PETROLEUM GEOSCIENTIST)<br/><br/>CURRENT EMPLOYMENT PASS IS BEING EXTENDED BY MURPHY.  MY PASSPORT HAS ALREADY BEEN SUBMITTED TO THE MALYSIAN DEPARTMENT OF IMMIGRATION.,Technical Experts,3D GEOLOGICAL MODELLER,MURPHY SARAWAK OIL CO. LTD.,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED SECTOR: OIL, GAS AND ENERGY",103286,PhD/Double Masters/Masters+,N/A,N/A,>15 years,MNC<br/><br/>MURPHY SARAWAK OIL CO. LTD.
6920,40,STAFF RESERVOIR ENGINEER,STAFF RESERVOIR ENGINEER WORKING IN ENHANCED OIL RECOVERY IN A JOINT VENTURE BETWEEN SHELL AND PETRONAS IN KUALA LUMPUR.,Technical Experts,STAFF RESERVOIR ENGINEER,SARAWAK SHELL BERHAD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED SECTOR: OIL, GAS AND ENERGY",77629.5,PhD/Double Masters/Masters+,N/A,N/A,11-15 years,MNC<br/><br/>SARAWAK SHELL BERHAD
6921,61,SENIOR GEOPHYSICIST,ANALYSE SEISMIC DATA IN ORDER TO MAKE RECOMMENDATIONS TO PEERS AND MANAGEMENT ON PLACING WELLS FOR OIL PRODUCTION,Technical Experts,SENIOR GEOPHYSICIST,MURPHY SARAWAK OIL CO. LTD.,Joint Venture,Mulnationals/GLC/MYS Strong Performers/ITAPS,GEOPHYSICIST ,ANALYZE SEISMIC DATA,PETROFAC ENERGY DEVELOPMENTS ,"Oil, Gas & Energy","ETP IDENTIFIED SECTOR: OIL, GAS AND ENERGY",109475.3359,Master,N/A,N/A,>15 years,MNC<br/><br/>MURPHY SARAWAK OIL CO. LTD.
6923,43,MUSICIAN,TUTTI 1ST VIOLIN,Technical Experts,MUSICIAN<br/><br/>(TUTTI 1ST VIOLION),MALAYSIAN PHILHARMONIC ORCHESTRA,Locally Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Tourism,ETP IDENTIFIED SECTOR: TOURISM,17049.25,Diploma/Vocational/Certificates,N/A,N/A,>15 years,GLC<br/><br/>MALAYSIAN PHILHARMONIC ORCHESTRA
6925,57,SENIOR PRODUCTION GEOLOGIST,AS A PRODUCTION GEOLOGIST IN THE OIL AND GAS INDUSTRY AND AS PART OF A GEOSCIENCE TEAM ESTIMATE HYDROCARBON RESERVES IN NEW AND EXISTING FIELDS AND FORMULATE PLANS AND STRATEGIES TO ENABLE  THE EXTRACTION OF THESE RESERVES IN A COST EFFECTIVE MANNER TO THE COMPANY AND HOST AUTHORITY (PETRONAS). THESE STRATEGIES INVOLVE NOT ONLY AREAS OF PROVEN HYDROCARBONS BUT ALSO TO EVALUATE AREAS YET TO BE PROVEN. PARTICIPATE IN THE DRILLING IF WELLS TO ENSURE ABOVE OBJECTIVES ARE MET. <br/>PASS ON KNOWLEGDE AND HELP TRAIN LOCAL STAFF,Technical Experts,SENIOR PRODUCTION GEOLOGIST,SARAWAK SHELL BERHAD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED SECTOR: OIL, GAS AND ENERGY",129571.75,Bachelors including Engineering Degree,N/A,N/A,>15 years,MNC<br/><br/>SARAWAK SHELL BERHAD
6929,46,CONSULTANT CARDIOTHORACIC (ADULT & PAEDIATRIC),"1. PROVIDE CONSULTATION AND ADMINISTER TREATMENTS AND PROCEDURES USING FULL RANGE OF AGENTS, METHODS, AND TECHNIQUES FOR EFFECTIVE RESULTS. <br/>2. MAINTAIN HIGH LEVEL OF PROFESSIONAL PERFORMANCE ACCORDING TO PENANG ADVENTIST HOSPITAL AND JCI (JOINT COMMISSION INTERNATIONAL) STANDARDS, <br/>3. PROVIDE TECHNICAL ADVICE AND GUIDANCE TO COLLEAGUES AND NURSING STAFF AS PART OF ORIENTATION OR TRAINING IN NEW TECHNIQUES AND PROCEDURES.<br/>4. CONDUCT ROUNDS TO INPATIENTS UNDER CARE TO ASSESS PATIENT'S CONDITION AND TREATMENT PROGRESS; DEVELOP TREATMENT CARE PLANS; ORDER TREATMENT REGIMENTS; ESTABLISH RAPPORT WITH PATIENT AND RELATIVES; AND ANSWER PATIENT'S QUERIES.<br/>5. EXAMINE PATIENT PREOPERATIVELY TO EVALUATE PATIENT'S CONDITION AND SUITABILITY PRIOR TO ANY PROCEDURES.<br/>6. EXAMINE PATIENT POST-OPERATIVELY TO ASSESS COMPLICATIONS, ORDER FURTHER TREATMENT OR REFERRAL TO OTHER SPECIALTY AS INDICATED.<br/>7. ATTEND TO SCHEDULED OR UNSCHEDULED MEETINGS TO DISCUSS AND RESOLVE PROBLEMS.<br/>8. PERFORM OTHER DUTIES NECESSARY TO EFFECT EFFICIENT SERVICES IN THE DEPARTMENT.",Technical Experts,CONSULTANT CARDIOTHORACIC (ADULT & PAEDIATRIC),ADVENTIST HOSPITAL & CLINIC SERVICES (M),Locally Owned,"LLC, LFC, Private IHLs, NGO",,,,Healthcare,ETP IDENTIFIED SECTOR: HEALTHCARE,,PhD/Double Masters/Masters+,N/A,N/A,>15 years,"NGO<br/><br/>ADVENTIST HOSPITAL & CLINIC SERVICES (M) OPERATES THE PENANG ADVENTIST HOSPITAL, A CHRISTIAN NON-PROFIT MEDICAL INSTITUTION."
6931,49,PROPOSAL DIRECTOR,PREPARING TECHNICAL AND COMMERCIAL OFFERS ON PROJECT,Technical Experts,PROPOSAL DIRECTOR<br/><br/>(TECHNICAL EXPERTISE),MENARD GEOSYSTEMS SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,DIRECTOR,,MENARD,ICT,ICT,15123.75,Bachelors including Engineering Degree,N/A,N/A,>15 years,MNC<br/><br/>MENARD GEOSYSTEMS SDN BHD IS PART OF THE VINCI GROUP (FRANCE).<br/><br/>THEY SPECIALISE IN SOIL IMPROVEMENT TECHNIQUES AND HAVE BEEN INVOLVED IN PROJECTS SUCH AS THE 1ST RUNWAY AT CHANGI AIRPORT AND THE ROYAL MALAYSIAN POLICE AIRPORT.
